content,score,at,clean,processed,sentiment
manteb lah 👍,5,2025-08-28 08:16:50,manteb lah,manteb,positive
bener bener dapet diskon,5,2025-08-28 08:14:49,bener bener dapet diskon,bener bener dapet diskon,positive
dapet ayam enak disini gut,5,2025-08-28 07:58:22,dapet ayam enak disini gut,dapet ayam enak gut,positive
gabisa login,1,2025-08-28 07:29:36,gabisa login,gabisa login,negative
"padahal pengguna baru, tapi pas mau checkout ga bisa, ""terlalu banyak peminat, silahkan coba lagi"" udah seminggu lebih tetep ga bisa. jadi kaya scam penipuan gitu",1,2025-08-28 06:23:48,padahal pengguna baru tapi pas mau checkout ga bisa terlalu banyak peminat silahkan coba lagi udah seminggu lebih tetep ga bisa jadi kaya scam penipuan gitu,guna pas checkout minat silah coba minggu tetep kaya scam tipu gitu,negative
Beli ayam bersih berkah Wanasari itu ribet bgt SM mbak² kucelll. Ada aja alasan untuk mempersulit pembelian,1,2025-08-28 05:08:32,beli ayam bersih berkah wanasari itu ribet bgt sm mbak kucelll ada aja alasan untuk mempersulit pembelian,beli ayam bersih berkah wanasari ribet mbak kucelll alas sulit beli,negative
"voucher alfa nya gabisa di tukar, tetep harga normal, malah double bayar voucher 12k sama belanjaan harga normal",3,2025-08-28 04:01:55,voucher alfa nya gabisa di tukar tetep harga normal malah double bayar voucher k sama belanjaan harga normal,voucher alfa gabisa tukar tetep harga normal double bayar voucher belanja harga normal,neutral
"sudah 4 hari mau tukar roti o di aplikasi qpon tapi selalu muncul kalimat "" terlalu banyak peminat coba sebentar lagi"" tapi sudah hampir seminggu sperti itu gak ada perubahan. tlong diperbaiki lagi aplikasinya biar nyaman di pakai",1,2025-08-28 03:06:09,sudah hari mau tukar roti o di aplikasi qpon tapi selalu muncul kalimat terlalu banyak peminat coba sebentar lagi tapi sudah hampir seminggu sperti itu gak ada perubahan tlong diperbaiki lagi aplikasinya biar nyaman di pakai,tukar roti aplikasi qpon muncul kalimat minat coba sebentar minggu sperti ubah tlong baik aplikasi biar nyaman pakai,negative
sangat mudah buat transaksi,5,2025-08-28 01:01:18,sangat mudah buat transaksi,mudah transaksi,positive
aplikasi apaan minta refund ga diproses2!,1,2025-08-28 00:08:40,aplikasi apaan minta refund ga diproses,aplikasi refund proses,negative
awal awal nya saja bisa di gunakan . semakin lama tidak bisa lagi,1,2025-08-27 23:15:32,awal awal nya saja bisa di gunakan semakin lama tidak bisa lagi,,negative
bagus banget remod bngt,5,2025-08-27 21:31:06,bagus banget remod bngt,bagus remod bngt,positive
ga bisa login,1,2025-08-27 17:10:26,ga bisa login,login,negative
halo Qpon... bergabung Qpon merchant apakah harus punya NPWP ? terimakasih,5,2025-08-27 12:48:23,halo qpon bergabung qpon merchant apakah harus punya npwp terimakasih,halo qpon gabung qpon merchant npwp terimakasih,positive
"min aku ga bisa check out pas mau beli muncul ""terlalu banyak peminat silahkan coba lagi nanti"" gitu terus",2,2025-08-27 12:41:34,min aku ga bisa check out pas mau beli muncul terlalu banyak peminat silahkan coba lagi nanti gitu terus,min check out pas beli muncul minat silah coba gitu,negative
"saya sebagai pengguna baru kenapa tidak bisa melakukan pesanan, selalu saja bilang pesanan penuh tunggu beberapa saat. sudah di coba beberapa hari masih tetap seperti itu. di coba uninstall dan instal lagi tapi masih tetep saja.",1,2025-08-27 12:40:21,saya sebagai pengguna baru kenapa tidak bisa melakukan pesanan selalu saja bilang pesanan penuh tunggu beberapa saat sudah di coba beberapa hari masih tetap seperti itu di coba uninstall dan instal lagi tapi masih tetep saja,guna pesan bilang pesan penuh tunggu coba coba uninstall instal tetep,negative
mantap,5,2025-08-27 12:11:17,mantap,mantap,positive
sayaa sudah di depan roti o tapi aplikasi tidak bisa melakukan transaksi dengan pesan terlalu banyak peminat.,1,2025-08-27 11:57:21,sayaa sudah di depan roti o tapi aplikasi tidak bisa melakukan transaksi dengan pesan terlalu banyak peminat,sayaa roti aplikasi transaksi pesan minat,negative
bagus,5,2025-08-27 11:27:44,bagus,bagus,positive
👍,5,2025-08-27 10:54:07,,,positive
tidak bisa login alasan akun tidak normal,1,2025-08-27 09:10:55,tidak bisa login alasan akun tidak normal,login alas akun normal,negative
Tolong di edukasi dulu dong semua merchant yg terafiliasi sama aplikasinya. jangan kejadian seperti saya udah bayar malah ga bisa ditukerin kupon nya.,1,2025-08-27 08:36:34,tolong di edukasi dulu dong semua merchant yg terafiliasi sama aplikasinya jangan kejadian seperti saya udah bayar malah ga bisa ditukerin kupon nya,tolong edukasi merchant afiliasi aplikasi jadi bayar ditukerin kupon,negative
aplikasi aneh masa mau login kaga bisa',1,2025-08-27 08:36:22,aplikasi aneh masa mau login kaga bisa,aplikasi aneh login kaga,negative
Terbaik,5,2025-08-27 08:24:08,terbaik,baik,positive
duh skrng harus bnyak teman 50 orng untuk dapat diskon njir jangan tergiur gaes pembodohan mah ini,1,2025-08-27 04:41:04,duh skrng harus bnyak teman orng untuk dapat diskon njir jangan tergiur gaes pembodohan mah ini,duh skrng bnyak teman orng diskon njir giur gaes bodoh mah,negative
Ga bisa dibuka tiba2 akun anomali aneh banget setelah update,2,2025-08-27 04:08:49,ga bisa dibuka tiba akun anomali aneh banget setelah update,buka akun anomali aneh update,negative
belanjanya mudah dan diskonnya ok juga,4,2025-08-27 01:24:09,belanjanya mudah dan diskonnya ok juga,belanja mudah diskon ok,positive
"Aplikasi yang gak banget, parah mau refund voucher gak ada tanggapan sama sekali, di Wa di ig tetap gak digubris voucher udah mau exp karena saya nukar ke store manapun produk kosong dan tidak bisa diganti dengan produk manapun jadi harus nunggu ready tp kapan ready nya juga blm pasti. Alhasil saya ingin merefund tp benar-benar gak ada etikat baik untuk menyelesaikan masalah. bad banget pelayanan cs nya awalnya saya pelanggan setia Qpon tp karena Bad berpindah ke yang lain aja yang lebih mudah",1,2025-08-26 23:58:44,aplikasi yang gak banget parah mau refund voucher gak ada tanggapan sama sekali di wa di ig tetap gak digubris voucher udah mau exp karena saya nukar ke store manapun produk kosong dan tidak bisa diganti dengan produk manapun jadi harus nunggu ready tp kapan ready nya juga blm pasti alhasil saya ingin merefund tp benar benar gak ada etikat baik untuk menyelesaikan masalah bad banget pelayanan cs nya awalnya saya pelanggan setia qpon tp karena bad berpindah ke yang lain aja yang lebih mudah,aplikasi parah refund voucher tanggap wa ig gubris voucher exp nukar store mana produk kosong ganti produk mana nunggu ready ready blm alhasil merefund etikat selesai bad layan cs langgan setia qpon bad pindah mudah,negative
banyak yg pakai referral punya saya tapi bagian saya beli vcr nya gabisa wkwkw kocak nih aplikasi,1,2025-08-26 20:02:18,banyak yg pakai referral punya saya tapi bagian saya beli vcr nya gabisa wkwkw kocak nih aplikasi,pakai referral beli vcr gabisa wkwkw kocak aplikasi,negative
"tolong untuk qpon kenapa akun saya tiba tiba tidak memenuhi syarat, tolong saya dah rugi berapa banyak",1,2025-08-26 18:11:26,tolong untuk qpon kenapa akun saya tiba tiba tidak memenuhi syarat tolong saya dah rugi berapa banyak,tolong qpon akun penuh syarat tolong rugi,negative
cacad gabisa login lagi,1,2025-08-26 14:55:11,cacad gabisa login lagi,cacad gabisa login,negative
gabisa login akun gua sendiri,1,2025-08-26 12:12:21,gabisa login akun gua sendiri,gabisa login akun gua,negative
kenapa ga bisa login ke aplikasinya gimana ini,1,2025-08-26 10:51:10,kenapa ga bisa login ke aplikasinya gimana ini,login aplikasi gimana,negative
bagus,5,2025-08-26 10:14:32,bagus,bagus,positive
Sejauh ini puas dengan Qpon. Promonya real.,5,2025-08-26 10:00:42,sejauh ini puas dengan qpon promonya real,puas qpon promonya real,positive
"parah gak bs login, voucher saya msh ada nyangkut ada yg blom di bayar sama qupon,",1,2025-08-26 09:01:46,parah gak bs login voucher saya msh ada nyangkut ada yg blom di bayar sama qupon,parah bs login voucher msh nyangkut blom bayar qupon,negative
bagus,5,2025-08-26 08:52:41,bagus,bagus,positive
"gak ngerti dehh awal awal bisa sekarang pas mau order gak bisa lagi alasan terlalu banyak peminat, kok lucu yaaa yaudah saya tungguin ehh tiba tiba barang yg mau saya pesan malah habis gak lama nya ready lagi tapi sama tulisannya terlalu banyak peminat. 2 hari masih sama. aku akuin hargannya agak murah di apk ini jadi bisa menghemat uang saku. tapi ujung ujungnya gak bisa di pake ini apk. tolong solusinya ya 🙂‍↕️",2,2025-08-26 08:39:10,gak ngerti dehh awal awal bisa sekarang pas mau order gak bisa lagi alasan terlalu banyak peminat kok lucu yaaa yaudah saya tungguin ehh tiba tiba barang yg mau saya pesan malah habis gak lama nya ready lagi tapi sama tulisannya terlalu banyak peminat hari masih sama aku akuin hargannya agak murah di apk ini jadi bisa menghemat uang saku tapi ujung ujungnya gak bisa di pake ini apk tolong solusinya ya,ngerti dehh pas order alas minat lucu yaaa yaudah tungguin ehh barang pesan habis ready tulis minat akuin hargannya murah apk hemat uang saku ujung ujung pake apk tolong solusi ya,negative
kenapa waktu mengganti no aplikasi tidak dapat digunakan,3,2025-08-26 08:35:40,kenapa waktu mengganti no aplikasi tidak dapat digunakan,ganti no aplikasi,neutral
sy sudah mengajak banyak orang untuk mendapatkan voucher dr reveral...ketika saya ingin menukar malah suruh coba ulang dalam 24 jam ke depan tapi besok nya sy mau coba lagi malah tetep kaya gitu...ngerti 24 jam ga si?masa 24 jam sampai berhari hari...itu permainan qpon biar voucher sy hangus...pdhl tmn yg saya ajak lgsg bs claim voucher nya ..kenapa saya yg mengajak malah ga bs pakai voucher yg sudah jd hak saya...penipuan,1,2025-08-26 07:45:36,sy sudah mengajak banyak orang untuk mendapatkan voucher dr reveral ketika saya ingin menukar malah suruh coba ulang dalam jam ke depan tapi besok nya sy mau coba lagi malah tetep kaya gitu ngerti jam ga si masa jam sampai berhari hari itu permainan qpon biar voucher sy hangus pdhl tmn yg saya ajak lgsg bs claim voucher nya kenapa saya yg mengajak malah ga bs pakai voucher yg sudah jd hak saya penipuan,sy ajak orang voucher dr reveral tukar suruh coba ulang jam besok sy coba tetep kaya gitu ngerti jam si jam hari main qpon biar voucher sy hangus pdhl tmn ajak bs claim voucher ajak bs pakai voucher jd hak tipu,negative
banyak voucher diskonan,5,2025-08-26 07:28:10,banyak voucher diskonan,voucher diskon,positive
daftar masuk saja susah sekali tunggu otp yang tidak dikirim kirim. layak dapat bintang 1,1,2025-08-26 06:31:04,daftar masuk saja susah sekali tunggu otp yang tidak dikirim kirim layak dapat bintang,daftar masuk susah tunggu otp kirim kirim layak bintang,negative
saya berulang kali mau tuker kupon dari aplikasi gapernah bisa. antara aplikasi dan merchant ga sinkron banget. kecewa dan memalukan,1,2025-08-26 05:53:22,saya berulang kali mau tuker kupon dari aplikasi gapernah bisa antara aplikasi dan merchant ga sinkron banget kecewa dan memalukan,ulang kali tuker kupon aplikasi gapernah aplikasi merchant sinkron kecewa malu,negative
"aplikasi ga bermutu, masalah pengiriman kode otpnya saja tidak beres, jgn transaksi deh didalemnya",1,2025-08-26 05:40:49,aplikasi ga bermutu masalah pengiriman kode otpnya saja tidak beres jgn transaksi deh didalemnya,aplikasi mutu kirim kode otpnya beres jgn transaksi deh dalem,negative
keren bisa murah,5,2025-08-26 04:05:58,keren bisa murah,keren murah,positive
"katanya 30 hari bisa di tukarkan, ini sehari sudah kedaluarsa",1,2025-08-26 03:38:24,katanya hari bisa di tukarkan ini sehari sudah kedaluarsa,tukar hari kedaluarsa,negative
"update terus,promonya sedikit kalau hitung2 harga biasa sama promo beda tipis terus misal ada promo yang lumayan murah banyak SK nya lg",1,2025-08-26 03:36:21,update terus promonya sedikit kalau hitung harga biasa sama promo beda tipis terus misal ada promo yang lumayan murah banyak sk nya lg,update promonya hitung harga promo beda tipis promo lumayan murah sk lg,negative
"kenapa aku baru tau ada aplikasi Qpon, gacor banget dapet promo mulu sekarang kalau beli lewat aplikasi ini, tapi sayang banget engga semua makanan dan minuman bisa pake Qpon ada beberapa yg dicari di aplikasi ga muncul, semoga kedepannya bisa di tambahkan lagi",5,2025-08-26 03:29:23,kenapa aku baru tau ada aplikasi qpon gacor banget dapet promo mulu sekarang kalau beli lewat aplikasi ini tapi sayang banget engga semua makanan dan minuman bisa pake qpon ada beberapa yg dicari di aplikasi ga muncul semoga kedepannya bisa di tambahkan lagi,tau aplikasi qpon gacor dapet promo mulu beli aplikasi sayang engga makan minum pake qpon cari aplikasi muncul moga depan tambah,positive
sangat baik,5,2025-08-26 02:42:02,sangat baik,,positive
"suka mikir qpon rugi ga sih kasi promo jor joran gitu setiap hari lagi, pertahankan terus seperti ini ya jangan pernah berubah karena super bantu saya banget mau jajan enak dengan harga yg luar biasa hemat",5,2025-08-26 01:01:14,suka mikir qpon rugi ga sih kasi promo jor joran gitu setiap hari lagi pertahankan terus seperti ini ya jangan pernah berubah karena super bantu saya banget mau jajan enak dengan harga yg luar biasa hemat,suka mikir qpon rugi kasi promo jor joran gitu tahan ya ubah super bantu jajan enak harga hemat,positive
"dah check-in sisa 1 hari lagi biar bisa beli VCR tiba-tiba harus ngulang dari pertama lagi, gaje bgt!!",1,2025-08-26 00:11:44,dah check in sisa hari lagi biar bisa beli vcr tiba tiba harus ngulang dari pertama lagi gaje bgt,check in sisa biar beli vcr ngulang gaje,negative
aplikasi gagal...waktu tukar vocer sudah didepan resto malah gagal terus...saya hapus saya login lagi malah gak bisa...sudah beli vocer malah gak bisa dipake...,1,2025-08-25 23:39:49,aplikasi gagal waktu tukar vocer sudah didepan resto malah gagal terus saya hapus saya login lagi malah gak bisa sudah beli vocer malah gak bisa dipake,aplikasi gagal tukar vocer depan resto gagal hapus login beli vocer dipake,negative
Aplikasi gak jelas trust issue sama pengguna main bannedd akun aja!!!! So bad!!!!,1,2025-08-25 17:28:27,aplikasi gak jelas trust issue sama pengguna main bannedd akun aja so bad,aplikasi trust issue guna main bannedd akun so bad,negative
OTP LEMOT,1,2025-08-25 14:26:36,otp lemot,otp lot,negative
pelayanan buruk...,1,2025-08-25 13:22:28,pelayanan buruk,layan buruk,negative
good job,5,2025-08-25 13:17:56,good job,good job,positive
"kenapa ya akun saya tiba-tiba keluar dengan katakata akun anda saat ini tidak terdeteksi dan tidak normal,padahal baru saya bayar dan order minuman dr qpon",1,2025-08-25 13:02:29,kenapa ya akun saya tiba tiba keluar dengan katakata akun anda saat ini tidak terdeteksi dan tidak normal padahal baru saya bayar dan order minuman dr qpon,ya akun katakata akun deteksi normal bayar order minum dr qpon,negative
"aplikasi tidak jelas, untuk yang belum download saya sarankan jangan. pelayanannya lama",1,2025-08-25 12:40:47,aplikasi tidak jelas untuk yang belum download saya sarankan jangan pelayanannya lama,aplikasi download saran layan,negative
"makasih ya qpon, aku beli roti'o+kopinya cuma 7.500🫰🤩",5,2025-08-25 12:37:50,makasih ya qpon aku beli roti o kopinya cuma,makasih ya qpon beli roti kopi,positive
"awal awal aplikasinya bagus dapat potongan promo, cuma makin ksini makin aneh masa iya kena pembatasan akun tanpa ada bukti atau info aneh banget",2,2025-08-25 10:48:50,awal awal aplikasinya bagus dapat potongan promo cuma makin ksini makin aneh masa iya kena pembatasan akun tanpa ada bukti atau info aneh banget,aplikasi bagus potong promo ksini aneh iya kena batas akun bukti info aneh,negative
"Selalu ada diskonnya, mudah pemakaiannya 😉",5,2025-08-25 09:25:10,selalu ada diskonnya mudah pemakaiannya,diskon mudah pakai,positive
"qpon TDK bertanggung jawab KPD customernya. sbb : 1. 2 qpon cotti coffee yg pindah redem dr jakarta ke Bali 2. nasi goreng tiarbah di alamat qpon dj mall park (Pejaten village) tp tdk saya temukan pdhal sy SDH berputar2 & bertanya PD staf tp TDK ada yg tau. 3. kataramen, restonya sedang dlm renovasi. sy disuruh tukar voucher SMP klr barcode agar BS d refund tp skrg wa sy TDK di balas LG oleh mereka apalagi mengenai refund saya. entah lah? Aplikasi yg sangat TDK recommended.",1,2025-08-25 06:31:55,qpon tdk bertanggung jawab kpd customernya sbb qpon cotti coffee yg pindah redem dr jakarta ke bali nasi goreng tiarbah di alamat qpon dj mall park pejaten village tp tdk saya temukan pdhal sy sdh berputar bertanya pd staf tp tdk ada yg tau kataramen restonya sedang dlm renovasi sy disuruh tukar voucher smp klr barcode agar bs d refund tp skrg wa sy tdk di balas lg oleh mereka apalagi mengenai refund saya entah lah aplikasi yg sangat tdk recommended,qpon tdk tanggung kpd customernya sbb qpon cotti coffee pindah redem dr jakarta bal nasi goreng tiarbah alamat qpon dj mall park pejaten village tdk temu pdhal sy sdh putar pd staf tdk tau kataramen restonya dlm renovasi sy suruh tukar voucher smp klr barcode bs refund skrg wa sy tdk balas lg refund aplikasi tdk recommended,negative
